568,253,0,0,0,12,0,86,0,0,0,0,0,0,0,0,0,0,0,0,253,152,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,253,51,0,0,0,0,0,0,0,0,34,0,79,0,0,0,0,66,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,2,122,0,181,0,0,41,0,0,0,0,0,0,0,0,191,0,0,251,0,0,0,0,0,0,0,0,255,0,0,0,50,252,184,0,0,36,0,0,0,0,76,0,0,0,0,0,0,252,0,0,0,0,0,81,0,0,0,0,0,0,135,0,0,0,157,0,0,0,0,0,214,0,0,0,12,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
569,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,86,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,252,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,209,0,0,0,0,63,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,62,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
570,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,144,0,0,0,0,0,0
583,59,0,0,0,0,82,0,0,0,0,172,0,9,0,0,0,0,0,0,207,0,0,0,173,144,0,0,0,0,0,0,0,0,0,177,0,0,0,114,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,253,0,59,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,156,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,38,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,253,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,252,0,0,0,0,0,0
584,253,0,0,55,0,250,0,0,0,11,192,0,166,0,0,0,0,0,0,253,0,123,0,253,253,0,0,0,0,0,0,0,254,0,177,0,0,0,255,0,0,0,0,0,0,0,0,236,0,0,0,0,118,0,0,0,0,252,0,251,0,0,0,0,91,0,0,41,0,0,0,0,27,0,0,0,12,0,0,0,252,0,67,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,20,0,0,0,0,64,0,0,251,0,217,0,0,0,6,253,0,209,0,0,0,0,15,228,0,0,0,0,0,0,0,0,0,0,131,0,218,0,234,0,0,0,0,0,0,25,0,0,0,0,0,0,0,241,44,252,0,0,131,0,0,117,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,254,76,0,0,0,0,0,253,0,0,0,0,0,0,0,0,17,0,0,253,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,185,0,0,0,0,0,181,0,0,0,0,0,252,0,0,223,252,0,0,0,0,0,0
585,253,0,1,233,0,253,0,0,0,161,21,0,233,52,0,119,0,0,96,184,213,234,0,253,253,0,0,41,0,0,0,0,253,0,106,0,0,0,57,0,0,0,0,0,0,0,0,251,219,0,0,0,253,0,0,0,0,26,0,66,40,0,0,40,169,0,0,163,0,0,0,0,229,0,0,0,135,41,0,190,195,0,252,0,0,0,0,0,0,0,255,0,0,0,3,0,3,0,0,55,0,16,198,0,29,253,107,0,190,0,0,255,0,0,251,0,253,0,28,166,136,253,0,253,0,0,0,87,220,14,0,0,37,49,0,0,0,0,0,0,249,0,254,0,252,0,0,0,0,0,112,240,0,0,17,0,0,0,6,254,252,126,0,80,252,0,76,251,0,141,0,0,253,0,0,0,0,0,0,0,0,28,0,0,254,137,10,0,0,0,0,253,0,0,0,51,0,0,0,0,197,0,0,253,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,253,0,0,0,0,0,250,0,0,0,0,0,252,0,24,254,253,0,0,0,0,0,0
586,253,1,87,253,0,253,9,187,0,253,0,149,253,242,0,254,0,0,255,41,252,253,0,230,253,0,0,241,255,55,0,0,246,0,156,0,49,0,0,0,0,0,21,0,0,0,0,251,254,0,0,0,253,0,21,0,0,0,5,0,253,0,54,81,218,0,0,253,0,0,0,0,254,0,0,15,44,163,0,254,0,0,252,0,26,0,0,0,0,0,255,40,0,0,138,0,188,43,0,254,0,253,253,0,148,254,226,0,251,0,0,255,0,0,157,0,111,0,230,254,253,227,0,253,0,0,0,214,253,0,0,0,253,0,7,0,0,0,0,0,137,0,254,0,252,0,0,0,0,0,252,253,0,0,155,158,0,0,139,95,253,0,0,128,253,0,253,251,0,254,0,79,253,0,0,0,0,0,0,0,0,235,0,0,254,137,134,0,170,0,0,253,0,0,0,185,0,0,0,0,230,0,0,253,0,0,0,0,0,0,0,52,0,240,0,0,0,173,0,0,0,0,234,8,0,0,0,0,253,36,0,83,0,0,22,0,119,254,252,0,63,156,0,0,0
587,154,253,243,253,0,237,92,124,0,253,0,254,187,233,0,229,0,0,255,0,203,254,0,138,253,0,0,254,255,6,0,0,118,9,254,0,237,0,0,0,0,0,254,0,0,0,4,253,254,0,0,0,253,0,152,0,0,0,144,0,253,0,200,171,252,0,0,253,0,0,0,0,153,0,0,205,2,253,0,254,0,0,252,0,246,55,0,0,0,0,255,217,0,0,253,0,254,241,0,254,0,242,253,0,252,254,226,125,251,0,99,128,0,0,10,0,0,0,253,254,253,170,1,90,0,0,0,254,241,0,0,0,253,0,131,0,0,76,0,0,4,0,255,0,100,0,19,0,0,0,252,68,0,64,177,253,0,136,247,0,242,0,0,127,226,0,253,251,0,250,42,116,227,0,0,0,0,0,18,0,0,254,0,19,254,138,161,32,253,0,155,161,0,0,0,17,0,0,0,0,179,54,0,253,0,0,0,0,0,0,0,251,21,223,0,0,71,252,0,0,0,0,194,197,0,0,0,0,253,222,0,254,0,0,0,0,161,226,252,0,221,254,0,0,0
588,0,253,253,253,0,71,92,0,0,253,0,252,74,60,0,205,1,0,255,0,102,253,0,49,253,0,0,254,255,0,10,0,93,156,254,0,199,0,0,160,0,0,254,0,0,0,95,251,139,0,0,0,253,0,152,0,0,0,252,0,253,11,253,245,252,0,51,253,0,0,0,0,2,0,0,250,24,253,0,254,0,0,87,0,254,184,0,0,14,0,64,252,0,0,253,244,143,255,84,254,206,153,251,0,180,254,226,221,253,0,255,0,0,0,0,0,0,0,253,73,224,239,99,0,49,0,0,253,43,0,26,28,60,0,197,0,165,253,68,0,0,0,251,0,0,0,105,0,0,0,234,0,90,246,177,253,0,253,70,0,145,0,0,127,223,0,218,96,0,183,207,146,164,0,0,0,0,0,239,7,0,209,0,84,254,137,161,222,253,72,251,0,0,0,0,0,0,0,0,0,46,225,0,253,0,0,0,255,149,0,0,254,142,114,0,0,207,252,0,0,0,0,194,252,0,128,0,0,245,253,29,254,0,0,0,0,161,195,252,26,253,223,0,0,0
589,0,253,245,253,0,0,92,0,0,253,0,59,0,0,0,232,160,191,255,0,0,254,0,138,253,0,0,176,0,18,218,0,76,253,254,0,4,0,0,252,0,0,254,0,0,21,239,138,6,0,0,0,253,0,254,16,75,0,252,0,253,74,253,143,236,0,250,253,0,124,30,0,0,0,0,156,0,253,0,254,0,5,4,0,242,252,128,19,214,0,0,252,0,0,122,254,0,253,253,255,254,71,253,0,101,191,226,252,128,30,254,0,0,0,0,0,0,75,253,0,217,253,212,0,228,0,6,253,0,0,122,120,0,0,252,0,252,252,238,0,0,0,234,0,0,0,251,0,0,85,17,0,254,253,166,253,0,249,0,0,227,0,0,127,227,0,61,0,135,103,254,247,86,0,0,112,0,29,254,204,57,24,0,84,234,129,125,252,48,91,251,0,0,0,0,0,0,0,0,144,0,254,148,253,0,0,0,114,253,0,0,202,203,99,0,6,254,252,21,18,0,40,194,253,0,255,0,0,234,253,0,251,0,0,0,0,161,195,247,221,251,42,0,0,0
590,0,108,66,253,0,0,50,0,98,253,0,150,137,0,0,253,253,255,255,0,82,253,0,250,253,0,0,57,0,128,252,0,0,239,254,132,45,0,0,141,0,160,254,0,0,207,253,0,65,0,0,0,253,0,253,170,117,0,252,0,212,235,253,81,242,0,250,253,0,232,229,0,0,9,0,9,0,253,0,254,0,8,0,140,234,192,255,209,254,174,0,252,0,164,29,183,0,253,253,254,254,20,253,0,101,0,226,253,5,206,254,0,0,0,0,0,0,245,208,0,217,253,212,0,252,0,245,253,30,0,133,71,0,0,253,0,146,186,253,0,8,0,234,0,0,0,219,37,0,247,0,0,252,253,22,253,56,250,0,0,252,0,0,127,252,0,0,0,255,5,254,253,16,0,0,111,0,231,254,253,253,0,0,38,158,79,54,239,0,92,251,0,37,0,0,0,0,0,0,251,0,254,252,253,0,0,11,141,253,0,0,23,203,223,0,245,253,252,102,218,0,192,249,252,0,255,0,0,225,253,0,183,0,0,0,47,161,195,234,252,215,135,0,0,0
591,0,0,0,253,0,0,42,0,253,253,0,254,253,116,63,230,253,255,255,0,102,254,17,253,253,0,0,193,0,253,252,0,68,107,254,253,242,104,0,87,0,201,254,36,137,255,247,0,143,0,155,0,253,0,254,251,145,0,252,0,22,253,253,86,253,45,250,255,0,57,253,0,0,186,0,2,0,253,196,254,0,8,0,251,254,55,230,252,254,138,0,252,255,254,130,141,91,253,253,254,68,0,253,76,125,0,125,252,0,251,254,0,0,0,0,105,0,253,161,0,234,223,129,0,227,0,254,253,193,0,31,24,0,0,252,255,252,6,232,16,64,0,156,0,111,0,55,254,0,253,76,0,208,253,0,253,250,240,0,0,253,0,57,253,253,0,0,0,254,7,254,223,15,0,0,0,0,253,254,254,253,0,0,0,34,34,77,96,0,7,251,0,242,63,0,0,0,0,0,251,0,254,233,253,38,0,202,255,253,0,0,254,254,253,0,254,253,252,233,253,0,255,253,252,0,255,0,0,135,253,0,253,0,82,0,108,161,233,252,252,0,255,0,10,0
592,0,0,0,253,0,0,0,0,253,253,0,254,253,254,242,108,253,191,255,0,142,253,95,253,253,0,0,254,0,241,252,95,93,5,254,254,253,253,0,221,51,201,254,197,207,253,236,0,251,152,254,64,253,95,253,253,253,0,252,0,0,253,253,245,252,253,212,253,0,243,232,0,0,251,0,0,0,254,253,254,0,0,0,251,254,241,43,252,184,0,0,198,255,243,169,176,254,253,158,254,0,0,253,204,247,0,104,252,0,117,254,0,0,99,0,242,0,183,161,0,254,151,6,0,48,0,77,254,253,0,10,40,0,0,252,253,142,0,125,203,196,0,156,0,234,0,0,255,21,98,248,0,254,253,0,254,250,23,0,3,252,0,231,251,252,0,0,0,42,172,255,215,15,0,19,0,0,71,219,184,255,0,78,0,62,55,195,0,0,0,212,0,253,221,0,0,73,0,0,147,0,254,42,249,160,0,254,170,253,0,0,254,253,252,0,195,234,252,252,253,46,214,222,189,0,255,55,130,206,255,0,254,253,253,0,128,174,254,252,209,0,254,0,64,48
593,0,0,0,253,0,0,0,0,0,253,0,168,253,198,252,0,254,0,255,0,233,254,238,253,255,177,89,254,0,41,105,235,180,0,254,253,123,253,0,254,233,239,225,254,0,253,253,0,254,252,102,247,253,253,254,251,239,0,252,0,0,203,253,245,252,252,29,253,0,149,42,255,0,74,0,0,91,253,201,254,0,188,0,253,254,253,21,0,0,23,0,21,255,254,240,254,250,255,11,254,0,27,253,254,157,0,241,252,0,0,255,191,47,253,0,252,0,4,152,0,253,211,3,0,138,7,0,253,254,18,175,241,0,0,252,253,0,0,0,253,253,0,156,0,252,0,9,232,237,0,253,0,255,181,0,174,57,0,0,38,252,0,253,251,252,93,0,0,0,246,254,253,165,36,220,0,0,0,10,0,253,0,253,26,250,253,253,0,0,45,157,0,254,253,0,0,237,3,0,0,0,53,0,210,253,0,59,255,253,53,15,195,254,252,0,0,31,252,243,184,74,11,11,0,93,128,254,254,253,253,226,254,252,252,0,252,253,254,253,42,0,156,0,225,255
594,0,63,0,253,7,56,34,0,0,253,13,206,253,17,253,0,253,0,255,15,252,253,254,253,253,252,253,95,0,0,8,253,253,0,254,203,106,253,0,41,254,253,122,123,0,108,254,0,254,233,4,253,253,253,253,215,87,0,253,0,15,28,253,245,252,38,0,253,205,35,0,253,0,0,55,84,252,253,0,254,0,253,0,168,254,228,147,0,0,193,64,0,0,89,253,254,193,253,0,255,0,247,253,165,10,0,253,253,0,0,254,255,252,253,0,20,0,0,54,0,253,224,4,0,252,152,0,253,163,240,253,102,0,0,247,170,0,0,0,252,254,214,240,241,252,48,127,12,104,0,252,0,108,15,232,6,0,0,0,221,252,0,253,251,252,253,0,0,0,252,220,240,185,240,253,0,2,0,0,0,196,0,253,254,254,85,253,0,0,254,251,0,253,251,137,0,252,179,169,0,5,0,0,246,253,16,0,226,253,177,241,0,192,252,0,0,0,252,243,20,230,0,0,0,254,0,254,72,241,253,255,254,252,233,0,253,253,254,252,0,84,11,0,247,154
595,0,255,0,253,165,188,92,0,0,253,218,252,253,69,138,170,226,0,239,35,253,254,211,253,226,252,253,0,0,0,0,253,253,0,254,0,247,254,0,0,253,214,201,0,0,0,122,0,248,30,240,253,140,149,254,0,0,0,150,0,253,0,241,246,252,0,0,253,253,2,0,184,59,0,113,254,229,253,0,243,0,212,0,15,254,0,254,0,0,204,255,0,0,0,253,253,5,253,0,254,0,254,253,12,248,0,253,35,37,0,254,255,252,253,0,0,11,0,54,47,253,253,37,0,152,253,0,253,0,31,253,0,0,0,196,0,0,0,0,118,245,192,255,253,153,227,249,0,0,0,89,0,110,0,254,227,0,0,75,254,252,11,227,172,252,218,0,0,0,135,0,137,253,124,121,0,86,0,0,0,0,13,68,215,254,0,210,0,0,255,251,4,214,230,254,19,252,253,254,0,161,0,0,253,227,205,0,0,232,252,253,0,0,252,0,0,0,253,253,0,254,0,98,0,23,0,252,0,65,253,29,254,102,30,0,252,253,190,252,0,236,171,53,138,0
